stn_code,sampling_date,state,location,agency,type,so2,no2,rspm,spm,location_monitoring_station,pm2_5,date
233.0,1/1/2004,Andhra Pradesh,Visakhapatnam,Andhra Pradesh State Pollution Control Board,Industrial Area,13.0,37.0,98.0,141.0,"Industrial Estate, Marripalem, Visakhapatnam",,2004-01-01
,1/1/2005,Chandigarh,Chandigarh,,Industrial Areas,,24.0,108.0,223.0,Modern Foods,,2005-01-01
,1/1/2006,Andhra Pradesh,Visakhapatnam,,Industrial Areas,10.8,33.5,84.0,171.0,Industrial Estate,,2006-01-01
,1/1/2007,Andhra Pradesh,Visakhapatnam,,Industrial Areas,7.9,30.7,89.0,182.0,Industrial Estate,,2007-01-01
,1/1/2008,Andhra Pradesh,Visakhapatnam,,Industrial Areas,9.2,31.7,107.0,184.0,Industrial Estate,,2008-01-01
,1/1/2009,Andhra Pradesh,Visakhapatnam,,Residential and others,4.0,18.4,141.0,245.0,Ganapuram Area,,2009-01-01
464.0,1/1/2011,Chandigarh,Chandigarh,Chandigarh Pollution Control Committee,"Residential, Rural and other Areas",2.0,16.0,94.0,187.0,"Kaimbwala Village, Chandigarh",,2011-01-01
233.0,1/1/2012,Andhra Pradesh,Visakhapatnam,Andhra Pradesh State Pollution Control Board,Industrial Area,22.0,29.0,64.0,,"Industrial Estate, Marripalem, Visakhapatnam",,2012-01-01
58,1/10/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,8.0,35.0,150.0,314.0,,,2003-10-01
233.0,1/10/2004,Andhra Pradesh,Visakhapatnam,Andhra Pradesh State Pollution Control Board,Industrial Area,9.0,28.0,81.0,122.0,"Industrial Estate, Marripalem, Visakhapatnam",,2004-10-01
,1/10/2005,Andhra Pradesh,Hyderabad,,Residential and others,4.2,22.4,82.0,255.0,Jubilee Hills,,2005-10-01
,1/10/2006,Andhra Pradesh,Visakhapatnam,,Industrial Areas,10.7,32.4,84.0,175.0,Industrial Estate,,2006-10-01
,1/10/2007,Andhra Pradesh,Hyderabad,,Industrial Areas,5.1,52.6,152.0,366.0,C.I.T.D. Balanagar,,2007-10-01
,1/10/2008,Andhra Pradesh,Hyderabad,,Industrial Areas,5.5,27.2,137.0,355.0,C.I.T.D. Balanagar,,2008-10-01
,1/10/2009,Andhra Pradesh,Hyderabad,,Industrial Areas,4.6,27.7,88.0,266.0,C.I.T.D. Balanagar,,2009-10-01
466.0,1/10/2010,Andhra Pradesh,Kurnool,Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4.0,9.0,139.0,,"Mourya Inn, Kurnool",,2010-10-01
582.0,1/10/2011,Andhra Pradesh,Chittoor,Andhra Pradesh State Pollution Control Board,Sensitive Area,4.0,9.0,42.0,113.0,"GNC Toll Gate Tirumala , Chittoor Dist.",,2011-10-01
466.0,1/10/2012,Andhra Pradesh,Kurnool,Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4.0,9.0,67.0,,"Mourya Inn, Kurnool",,2012-10-01
751.0,1/10/2013,Andhra Pradesh,Srikakulam,Andhra Pradesh State Pollution Control Board,Industrial Area,3.0,5.0,73.0,,"IDA, Pydibheemavaram, Srikakulam",,2013-10-01
84.0,1/11/2003,Madhya Pradesh,Nagda,Madhya Pradesh  Pollution Control Board,"Residential, Rural and other Areas",0.0,0.0,0.0,0.0,,,2003-11-01
303.0,1/11/2004,Maharashtra,Thane,Thane Municipal Corporation,"Residential, Rural and other Areas",8.0,13.5,,43.7,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",,2004-11-01
,1/11/2005,Andhra Pradesh,Hyderabad,,Industrial Areas,4.7,32.2,114.0,315.0,C.I.T.D. Balanagar,,2005-11-01
,1/11/2006,Andhra Pradesh,Hyderabad,,Industrial Areas,3.5,10.0,83.0,154.0,Nacharam,,2006-11-01
,1/11/2007,Andhra Pradesh,Hyderabad,,Residential and others,5.6,34.7,103.0,289.0,Charminar,,2007-11-01
,1/11/2008,Andhra Pradesh,Hyderabad,,Residential and others,5.2,32.0,128.0,374.0,Charminar,,2008-11-01
,1/11/2009,Andhra Pradesh,Hyderabad,,Residential and others,5.0,28.5,98.0,299.0,Charminar,,2009-11-01
577.0,1/11/2010,Andhra Pradesh,Nalgonda,Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5.0,26.0,114.0,,"Beside Regional Office, APPCB Nalgonda",,2010-11-01
394.0,1/11/2011,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5.0,33.0,125.0,340.0,"Charminar, Hyderabad",,2011-11-01
583.0,1/11/2012,Andhra Pradesh,Guntur,Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5.0,10.0,72.0,,"Near Hindu College, Market Road, Guntur",,2012-11-01
95.0,1/11/2013,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,5.0,41.0,113.0,,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",,2013-11-01
95.0,1/12/2004,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,7.3,48.5,82.7,186.7,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",,2004-12-01
,1/12/2005,Assam,Guwahati,,Residential and others,4.5,14.4,151.0,221.0,Paltanbazar,,2005-12-01
,1/12/2006,Andhra Pradesh,Vijayawada,,Residential and others,4.2,24.7,91.0,177.0,Benz Circle,,2006-12-01
,1/12/2007,Andhra Pradesh,Tirupati,,Sensitive Areas,4.0,9.0,24.0,76.0,Reg.Science Centre,,2007-12-01
,1/12/2008,Andhra Pradesh,Tirupati,,Sensitive Areas,4.0,9.0,30.0,95.0,Reg.Science Centre,,2008-12-01
,1/12/2009,Andhra Pradesh,Hyderabad,,Industrial Areas,5.3,18.3,76.0,127.0,Nacharam,,2009-12-01
150.0,1/12/2010,Andhra Pradesh,Hyderabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3.0,15.0,43.0,,"Tarnaka, NEERI Lab. IICT Campus, Hyderabad",,2010-12-01
582.0,1/12/2011,Andhra Pradesh,Chittoor,Andhra Pradesh State Pollution Control Board,Sensitive Area,4.0,9.0,39.0,113.0,"GNC Toll Gate Tirumala , Chittoor Dist.",,2011-12-01
577.0,1/12/2012,Andhra Pradesh,Nalgonda,Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4.0,17.0,85.0,,"Beside Regional Office, APPCB Nalgonda",,2012-12-01
748.0,1/12/2013,Andhra Pradesh,Ananthapur,Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4.0,9.0,70.0,,"Kamalanagar, Ananthapur",,2013-12-01
37,1/2/1988,Goa,Vasco,Goa Pollution Control Board,Industrial Area,2.7,10.5,,154.0,,,1988-02-01
58,1/2/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,8.0,34.0,171.0,351.0,,,2003-02-01
95.0,1/2/2004,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,12.9,55.8,143.7,370.7,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",,2004-02-01
,1/2/2005,Andhra Pradesh,Hyderabad,,Residential and others,6.0,69.7,28.0,131.0,ABIDS Circle,,2005-02-01
,1/2/2006,Andhra Pradesh,Hyderabad,,Residential and others,5.8,27.2,118.0,299.0,Paradise,,2006-02-01
,1/2/2007,Andhra Pradesh,Hyderabad,,Industrial Areas,5.7,40.7,136.0,367.0,C.I.T.D. Balanagar,,2007-02-01
,1/2/2008,Andhra Pradesh,Hyderabad,,Industrial Areas,5.2,31.7,105.0,311.0,C.I.T.D. Balanagar,,2008-02-01
,1/2/2009,Andhra Pradesh,Hyderabad,,Industrial Areas,5.4,28.0,101.0,289.0,C.I.T.D. Balanagar,,2009-02-01
583.0,1/2/2010,Andhra Pradesh,Guntur,Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2.0,12.0,77.0,,"Near Hindu College, Market Road, Guntur",,2010-02-01
95.0,1/2/2011,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,5.0,29.0,122.0,377.0,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",,2011-02-01
583.0,1/2/2012,Andhra Pradesh,Guntur,Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5.0,10.0,75.0,,"Near Hindu College, Market Road, Guntur",,2012-02-01
387.0,1/2/2013,Andhra Pradesh,Visakhapatnam,Andhra Pradesh State Pollution Control Board,Sensitive Area,5.0,9.0,119.0,,"INS-Virabahu, Naval Area, Visakhapatnam",,2013-02-01
56,1/3/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,4.0,22.0,119.0,324.0,,,2003-03-01
210.0,1/3/2004,Bihar,Patna,Bihar Sate Pollution Control Board,"Residential, Rural and other Areas",13.0,30.0,97.0,159.0,"Beltron Bhawan, Shastri Nagar, Patna",,2004-03-01
,1/3/2005,Andhra Pradesh,Hyderabad,,Industrial Areas,5.2,40.4,101.0,287.0,C.I.T.D. Balanagar,,2005-03-01
,1/3/2006,Andhra Pradesh,Hyderabad,,Industrial Areas,5.0,27.7,122.0,295.0,C.I.T.D. Balanagar,,2006-03-01
,1/3/2007,Andhra Pradesh,Hyderabad,,Residential and others,4.8,51.5,124.0,339.0,Charminar,,2007-03-01
,1/3/2008,Andhra Pradesh,Hyderabad,,Residential and others,5.4,29.8,156.0,360.0,Charminar,,2008-03-01
,1/3/2009,Andhra Pradesh,Hyderabad,,Residential and others,5.1,28.7,109.0,324.0,Charminar,,2009-03-01
582.0,1/3/2011,Andhra Pradesh,Chittoor,Andhra Pradesh State Pollution Control Board,Sensitive Area,4.0,9.0,38.0,102.0,"GNC Toll Gate Tirumala , Chittoor Dist.",,2011-03-01
577.0,1/3/2012,Andhra Pradesh,Nalgonda,Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4.0,17.0,77.0,,"Beside Regional Office, APPCB Nalgonda",,2012-03-01
44.0,1/4/1988,Bihar,Dhanbad,Bihar Pollution Control Board,"Residential, Rural and other Areas",16.0,22.4,,294.0,,,1988-04-01
84.0,1/4/2003,Madhya Pradesh,Nagda,Madhya Pradesh  Pollution Control Board,"Residential, Rural and other Areas",0.0,0.0,0.0,0.0,,,2003-04-01
233.0,1/4/2004,Andhra Pradesh,Visakhapatnam,Andhra Pradesh State Pollution Control Board,Industrial Area,16.0,34.0,91.0,131.0,"Industrial Estate, Marripalem, Visakhapatnam",,2004-04-01
,1/4/2005,Andhra Pradesh,Hyderabad,,Residential and others,4.8,36.8,130.0,308.0,Charminar,,2005-04-01
,1/4/2006,Andhra Pradesh,Hyderabad,,Industrial Areas,5.5,27.6,150.0,353.0,Uppal,,2006-04-01
,1/4/2007,Andhra Pradesh,Hyderabad,,Industrial Areas,5.2,48.5,163.0,371.0,C.I.T.D. Balanagar,,2007-04-01
,1/4/2008,Andhra Pradesh,Hyderabad,,Industrial Areas,5.4,35.0,163.0,399.0,C.I.T.D. Balanagar,,2008-04-01
,1/4/2009,Andhra Pradesh,Hyderabad,,Industrial Areas,5.0,28.5,97.0,289.0,C.I.T.D. Balanagar,,2009-04-01
150.0,1/4/2010,Andhra Pradesh,Hyderabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",6.0,24.0,107.0,,"Tarnaka, NEERI Lab. IICT Campus, Hyderabad",,2010-04-01
95.0,1/4/2011,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,5.0,35.0,110.0,325.0,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",,2011-04-01
583.0,1/4/2012,Andhra Pradesh,Guntur,Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5.0,10.0,74.0,,"Near Hindu College, Market Road, Guntur",,2012-04-01
751.0,1/4/2013,Andhra Pradesh,Srikakulam,Andhra Pradesh State Pollution Control Board,Industrial Area,2.0,5.0,168.0,,"IDA, Pydibheemavaram, Srikakulam",,2013-04-01
45.0,1/5/1988,Bihar,Jharia,Bihar Pollution Control Board,Industrial Area,43.1,55.6,,773.0,,,1988-05-01
95.0,1/5/2004,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,10.4,48.9,124.7,285.7,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",,2004-05-01
,1/5/2005,Andhra Pradesh,Hyderabad,,Industrial Areas,8.0,23.8,49.0,106.0,Nacharam,,2005-05-01
,1/5/2006,Andhra Pradesh,Hyderabad,,Industrial Areas,5.1,33.3,154.0,359.0,C.I.T.D. Balanagar,,2006-05-01
,1/5/2007,Andhra Pradesh,Hyderabad,,Residential and others,5.0,38.6,108.0,291.0,Charminar,,2007-05-01
,1/5/2008,Andhra Pradesh,Hyderabad,,Residential and others,5.5,30.2,140.0,347.0,Charminar,,2008-05-01
,1/5/2009,Andhra Pradesh,Hyderabad,,Residential and others,5.1,28.7,110.0,315.0,Charminar,,2009-05-01
581.0,1/5/2010,Andhra Pradesh,Khammam,Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2.0,11.0,81.0,,"CER Club,S.C.C.L. township, writter basti, Kothagudem, Khammam Dist.",,2010-05-01
582.0,1/5/2011,Andhra Pradesh,Chittoor,Andhra Pradesh State Pollution Control Board,Sensitive Area,4.0,9.0,41.0,105.0,"GNC Toll Gate Tirumala , Chittoor Dist.",,2011-05-01
95.0,1/5/2012,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,5.0,22.0,104.0,,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",,2012-05-01
387.0,1/5/2013,Andhra Pradesh,Visakhapatnam,Andhra Pradesh State Pollution Control Board,Sensitive Area,4.0,9.0,103.0,,"INS-Virabahu, Naval Area, Visakhapatnam",,2013-05-01
55,1/6/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,11.0,39.0,184.0,405.0,,,2003-06-01
193.0,1/6/2004,Assam,Guwahati,Assam State Pollution Control Board,"Residential, Rural and other Areas",2.7,19.5,175.0,,"Head Office, Bamunimaidan, Guwahati",,2004-06-01
,1/6/2005,Andhra Pradesh,Hyderabad,,Residential and others,5.3,36.4,142.0,398.0,Paradise,,2005-06-01
,1/6/2006,Andhra Pradesh,Hyderabad,,Industrial Areas,10.5,13.2,73.0,153.0,Nacharam,,2006-06-01
,1/6/2007,Andhra Pradesh,Tirupati,,Sensitive Areas,4.0,9.0,28.0,90.0,Reg.Science Centre,,2007-06-01
,1/6/2008,Maharashtra,Amravati,,Residential and others,9.7,15.7,76.0,,Rajkamal Square,,2008-06-01
,1/6/2009,Andhra Pradesh,Hyderabad,,Industrial Areas,3.3,14.8,68.0,120.0,Nacharam,,2009-06-01
389.0,1/6/2010,Andhra Pradesh,Tirupati,Andhra Pradesh State Pollution Control Board,Sensitive Area,4.0,9.0,38.0,,"Regional Science Centre, Chittoor Bypass Road, Tirupati",,2010-06-01
577.0,1/6/2011,Andhra Pradesh,Nalgonda,Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5.0,23.0,80.0,,"Beside Regional Office, APPCB Nalgonda",,2011-06-01
581.0,1/6/2012,Andhra Pradesh,Khammam,Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5.0,9.0,59.0,,"CER Club,S.C.C.L. township, writter basti, Kothagudem, Khammam Dist.",,2012-06-01
748.0,1/6/2013,Andhra Pradesh,Ananthapur,Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4.0,9.0,71.0,,"Kamalanagar, Ananthapur",,2013-06-01
46.0,1/7/1988,Bihar,Sindri,Bihar Pollution Control Board,Industrial Area,25.8,24.7,,383.0,,,1988-07-01
58,1/7/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,11.0,43.0,143.0,311.0,,,2003-07-01
233.0,1/7/2004,Andhra Pradesh,Visakhapatnam,Andhra Pradesh State Pollution Control Board,Industrial Area,12.0,31.0,87.0,142.0,"Industrial Estate, Marripalem, Visakhapatnam",,2004-07-01
,1/7/2005,Andhra Pradesh,Hyderabad,,Industrial Areas,5.7,40.7,140.0,408.0,C.I.T.D. Balanagar,,2005-07-01
,1/7/2006,Andhra Pradesh,Hyderabad,,Residential and others,5.2,28.5,129.0,315.0,Charminar,,2006-07-01
,1/7/2007,Andhra Pradesh,Visakhapatnam,,Industrial Areas,9.5,31.2,96.0,196.0,Industrial Estate,,2007-07-01
,1/7/2008,Andhra Pradesh,Hyderabad,,Residential and others,4.3,14.3,57.0,141.0,Jubilee Hills,,2008-07-01
,1/7/2009,Andhra Pradesh,Patancheru,,Residential and others,21.8,28.2,80.0,181.0,Police Station,,2009-07-01
583.0,1/7/2010,Andhra Pradesh,Guntur,Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2.0,11.0,85.0,,"Near Hindu College, Market Road, Guntur",,2010-07-01
582.0,1/7/2011,Andhra Pradesh,Chittoor,Andhra Pradesh State Pollution Control Board,Sensitive Area,4.0,9.0,36.0,98.0,"GNC Toll Gate Tirumala , Chittoor Dist.",,2011-07-01
389.0,1/7/2012,Andhra Pradesh,Tirupati,Andhra Pradesh State Pollution Control Board,Sensitive Area,4.0,9.0,34.0,,"Regional Science Centre, Chittoor Bypass Road, Tirupati",,2012-07-01
751.0,1/7/2013,Andhra Pradesh,Srikakulam,Andhra Pradesh State Pollution Control Board,Industrial Area,2.0,5.0,85.0,,"IDA, Pydibheemavaram, Srikakulam",,2013-07-01
56,1/8/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,8.0,32.0,201.0,431.0,,,2003-08-01
193.0,1/8/2004,Assam,Guwahati,Assam State Pollution Control Board,"Residential, Rural and other Areas",2.3,16.7,179.0,,"Head Office, Bamunimaidan, Guwahati",,2004-08-01
,1/8/2005,Bihar,Patna,,Residential and others,9.3,26.8,64.0,157.0,Beltron Bhawan,,2005-08-01
,1/8/2006,Andhra Pradesh,Hyderabad,,Industrial Areas,4.9,37.6,139.0,379.0,C.I.T.D. Balanagar,,2006-08-01
,1/8/2007,Andhra Pradesh,Hyderabad,,Industrial Areas,5.6,56.9,120.0,373.0,C.I.T.D. Balanagar,,2007-08-01
,1/8/2008,Andhra Pradesh,Hyderabad,,Industrial Areas,5.5,30.3,154.0,368.0,C.I.T.D. Balanagar,,2008-08-01
,1/8/2009,Andhra Pradesh,Hyderabad,,Industrial Areas,4.9,28.5,99.0,283.0,C.I.T.D. Balanagar,,2009-08-01
583.0,1/8/2010,Andhra Pradesh,Guntur,Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2.0,12.0,97.0,,"Near Hindu College, Market Road, Guntur",,2010-08-01
95.0,1/8/2011,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,5.0,32.0,113.0,370.0,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",,2011-08-01
95.0,1/8/2012,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,5.0,24.0,92.0,,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",,2012-08-01
387.0,1/8/2013,Andhra Pradesh,Visakhapatnam,Andhra Pradesh State Pollution Control Board,Sensitive Area,4.0,9.0,37.0,,"INS-Virabahu, Naval Area, Visakhapatnam",,2013-08-01
55,1/9/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,12.0,42.0,190.0,429.0,,,2003-09-01
95.0,1/9/2004,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,7.6,50.1,88.0,221.3,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",,2004-09-01
,1/9/2005,Andhra Pradesh,Hyderabad,,Industrial Areas,11.2,25.9,68.0,148.0,Nacharam,,2005-09-01
,1/9/2006,Andhra Pradesh,Vijayawada,,Residential and others,5.3,32.2,77.0,182.0,Benz Circle,,2006-09-01
,1/9/2007,Andhra Pradesh,Hyderabad,,Industrial Areas,6.0,36.9,149.0,351.0,Uppal,,2007-09-01
,1/9/2008,Andhra Pradesh,Hyderabad,,Residential and others,5.4,32.3,129.0,346.0,Charminar,,2008-09-01
,1/9/2009,Andhra Pradesh,Hyderabad,,Residential and others,4.9,27.1,72.0,225.0,Charminar,,2009-09-01
581.0,1/9/2010,Andhra Pradesh,Khammam,Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2.0,11.0,56.0,,"CER Club,S.C.C.L. township, writter basti, Kothagudem, Khammam Dist.",,2010-09-01
393.0,1/9/2011,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4.8,33.2,114.0,307.0,"Paradise, Hyderabad",,2011-09-01
583.0,1/9/2012,Andhra Pradesh,Guntur,Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5.0,10.0,72.0,,"Near Hindu College, Market Road, Guntur",,2012-09-01
748.0,1/9/2013,Andhra Pradesh,Ananthapur,Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4.0,9.0,69.0,,"Kamalanagar, Ananthapur",,2013-09-01
757.0,10-01-14,Andhra Pradesh,Rajahmundry,Andhra Pradesh State Pollution Control Board,Industrial Area,10.0,16.0,61.0,,"Staff Club Building, M/s A.P. Paper Mill, Rajahmundry",,2014-01-10
233.0,10-01-15,Andhra Pradesh,Visakhapatnam,Andhra Pradesh State Pollution Control Board,Industrial Area,7.0,17.0,78.0,,"Industrial Estate, Marripalem, Visakhapatnam",,2015-01-10
542.0,10-02-14,Assam,Bongaigaon,Assam State Pollution Control Board,"Residential, Rural and other Areas",8.0,12.0,63.0,,"Campus of Oil India Ltd. PS-6, Bongaigaon, Chirang",,2014-02-10
233.0,10-02-15,Andhra Pradesh,Visakhapatnam,Andhra Pradesh State Pollution Control Board,Industrial Area,9.0,17.0,57.0,,"Industrial Estate, Marripalem, Visakhapatnam",,2015-02-10
748.0,10-03-14,Andhra Pradesh,Ananthapur,Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4.0,16.0,45.0,,"Kamalanagar, Ananthapur",,2014-03-10
233.0,10-03-15,Andhra Pradesh,Visakhapatnam,Andhra Pradesh State Pollution Control Board,Industrial Area,6.0,11.0,62.0,,"Industrial Estate, Marripalem, Visakhapatnam",,2015-03-10
757.0,10-04-14,Andhra Pradesh,Rajahmundry,Andhra Pradesh State Pollution Control Board,Industrial Area,9.0,18.0,59.0,,"Staff Club Building, M/s A.P. Paper Mill, Rajahmundry",,2014-04-10
233.0,10-04-15,Andhra Pradesh,Visakhapatnam,Andhra Pradesh State Pollution Control Board,Industrial Area,8.0,22.0,50.0,,"Industrial Estate, Marripalem, Visakhapatnam",,2015-04-10
750.0,10-05-14,Andhra Pradesh,Eluru,Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",,,404.0,,"ASRAM Diagnostic Center, Eluru",,2014-05-10
233.0,10-05-15,Andhra Pradesh,Visakhapatnam,Andhra Pradesh State Pollution Control Board,Industrial Area,7.0,18.0,69.0,,"Industrial Estate, Marripalem, Visakhapatnam",,2015-05-10
